id,title,redirect_url,company,location,description,category,salary_max,contract_type,salary_min,contract_time
5122718306,React Developer_Bangalore/ Mohali/ Chennai.,https://www.adzuna.in/details/5122718306?utm_medium=api&utm_source=6a80409c,Trigent Software Private Limited,"Chauth Ka Barwara, Sawai Madhopur","Total Yrs. of Experience : 5 Years Detailed job description - Skill Set: React , Material UI , Front end developer Mandatory Skills : React , JavaScript.",IT Jobs,1800000.0,,1800000.0,
5121794813,Air-Hostess / Cabin crew || Male/Female,https://www.adzuna.in/details/5121794813?utm_medium=api&utm_source=6a80409c,Tensoten Services,"Jorhat, Assam",> Taking care of the safety and security of the passengers on flights. > Need to Serve Meals on Board to the Customers with a Hospitality Attitude. > Person should have unblemished complexion and good body language. > Excellent verbal and written communication skills in both Hindi and English. > Flying to different cities within India and Outside India Eligibility Criteria:- > Height should not be less than 5'2 (155)cm for FEMALES. > Height should not be less than 5'7 (173)cm for MALES. > Shoul…,Hospitality & Catering Jobs,,,,
5121176033,DevOps Engineer,https://www.adzuna.in/details/5121176033?utm_medium=api&utm_source=6a80409c,Tequity Consulting Pvt. Ltd.,"Teori, Jodhpur","You can also read more about us here: https://www.tequity.tech/ Role Overview: We are seeking a skilled and passionate DevOps Engineer to join our dynamic team. In this role, you will be responsible for designing, implementing, and maintaining robust CI/CD pipelines, managing cloud infrastructure, and ensuring seamless deployment processes. Your work will play a pivotal role in enhancing the scalability, performance, and security of our systems. Key Responsibilities: Design, develop, and mainta…",IT Jobs,,permanent,,
5122282387,"Manager, Corporate Administration",https://www.adzuna.in/details/5122282387?utm_medium=api&utm_source=6a80409c,IQ-EQ,India,"Job Description Management and oversight of a service delivery team handling the provision of corporate secretarial support to the Lux Fund CS & Cosec team (FCS), by providing guidance and leadership to the Indian CoSec Team As a supervisor, the Cosec Manager leads, organizes, coordinates, develops, monitors the performance, delegates tasks and responsibilities to their direct reports and their team members (skip level), as needed. To facilitate and assist various administration processes of co…",Accounting & Finance Jobs,,,,
5120949295,PHP Team Lead.,https://www.adzuna.in/details/5120949295?utm_medium=api&utm_source=6a80409c,vSplash Techlabs,"Kyasaram, Hyderabad","Job Title: PHP Team Lead Job Type: Full-time Location : Remote Experience: 6 to 10 years Job Description: We are seeking an experienced PHP Team Lead to join our dynamic team. The candidate should possess strong PHP development skills, leadership capabilities, and expertise in WordPress development, including custom plugin and theme development, along with automation techniques. As a Team Lead, you will be responsible for overseeing the development process, ensuring high-quality code, and coord…",IT Jobs,,,,full_time
5122283402,Software Quality Automation Engineer,https://www.adzuna.in/details/5122283402?utm_medium=api&utm_source=6a80409c,IntegriChain,"Pune, Maharashtra","Job Description Responsibilities Understanding the Automation Frameworks and start building scripts with minimal guidance at the earliest. Hands-on with test preparation, scripting, and execution in the Agile and DevOps environment Coordinate with relevant stakeholders to ensure business requirement completeness Develop test scripts and test data to ensure business functionality is thoroughly tested within the sprint Ensure maximum feasible automation coverage after each sprint. Preparation, sc…",IT Jobs,,,,
5122282120,"Senior Engineer, Java (Elastic Search)",https://www.adzuna.in/details/5122282120?utm_medium=api&utm_source=6a80409c,Nagarro,"Mumbai, Maharashtra","Job Description REQUIREMENTS: Total experience 3 years Extensive experience in back-end development utilizing Java 8 or higher, Spring Framework (Core/Boot/MVC), Hibernate/JPA, and Microservices Architecture. Experience with Elastic Search, MongoDB and messaging systems like Kafka. Hands-on experience with REST APIs, Caching system (e.g Redis) etc. Proficiency in Service-Oriented Architecture (SOA) and Web Services (Apache CXF, JAX-WS, JAX-RS, SOAP, REST). Hands-on experience with multithreadin…",IT Jobs,,,,
5120491201,CNC Operator,https://www.adzuna.in/details/5120491201?utm_medium=api&utm_source=6a80409c,Job Rabbits,"Khanna, Ludhiana","uses computer numerical control (CNC) equipment and software to design, mill, grind, and drill parts and tools for manufacturing and construction Sets up and operates CNC and ability to read and understand Customer drawings and its constituents, Standard notes and Standard Operating Procedures. Perform tool changes when necessary.",Manufacturing Jobs,20000.0,permanent,15000.0,
5120348793,Wi-Fi Engineer,https://www.adzuna.in/details/5120348793?utm_medium=api&utm_source=6a80409c,Bay Area TeK Solutions LLC,India,Wi-Fi Engineer Position: Tier 3 Cisco & Ekahau Experience: 8 years Location: Remote Job Description: WiFi Engineering Support: Use Eckahau software in combination with location floor plans and AP placement data to complete predictive surveys for 296 branch locations with 7 or less access points currently. Produce weekly predictive survey results for upcoming branch migrations (10 sites per week). Review weekly surveys for floors/locations migrating. Present predictive surveys for internal revie…,IT Jobs,,,,
5120491213,"Sales Executive – Retail & Channel, ILPL",https://www.adzuna.in/details/5120491213?utm_medium=api&utm_source=6a80409c,KAWEN MANPOWER,"Kothanur, Bangalore","Key Responsibilities: The incumbent shall be responsible for delivering Annual / Half Yearly / Quarterly / Monthly Sales Targets of the allocated territory through various trade channels such as Retailers, Distributors, Dealers, Sub- Dealers, and Influencers like Builders, Contractors, Architects, Interior Designers, etc. 1. Sales Target Achievement: o Meet and exceed sales targets for assigned territories by driving both retail and channel sales. o Execute a strategic plan to achieve monthly, …",Sales Jobs,500000.0,permanent,300000.0,
5122681924,Graphic designer,https://www.adzuna.in/details/5122681924?utm_medium=api&utm_source=6a80409c,Naukripay,"Kapurthala, Jalandhar","mail:- infonaukripay.com Graphic Designer creates visual concepts using software or by hand to communicate ideas, develop layouts, and produce designs for various applications like advertisements, brochures, websites, and reports, ensuring they align with brand guidelines and objectives. Here's a more detailed breakdown: Key Responsibilities: Concept Development: Brainstorming and developing visual concepts to effectively communicate ideas and information. Design Creation: Creating layouts, gra…",Creative & Design Jobs,30000.0,permanent,20000.0,
5122681767,PGT Biology Teacher (Female) needed in a CBSE school in Jaipur,https://www.adzuna.in/details/5122681767?utm_medium=api&utm_source=6a80409c,EducoHire,"Sanganer, Jaipur","PGT Biology Teacher (Female) needed in a CBSE School in Mansarovar, Jaipur , Rajasthan Looking for teachers who can join immediately. Graduate and Post Graduate in Science or Biology. Should have done B.Ed. Minimum 5 years of experience teaching in schools in Biology Salary - up to 60k Interview mode: Physical Notice Period - Immediate joiners School Timings :7;45am to 2;45pm Good communication skills Experience : Minimum 5 years is preferred Only local candidates are needed. Background verific…",Teaching Jobs,,permanent,,
5122682352,RF DSP Lead - Signal Intelligence,https://www.adzuna.in/details/5122682352?utm_medium=api&utm_source=6a80409c,Armory Shield Private Limited,"Mini Sectt., Gurgaon","Important pre-read: This job description will take 15 minutes to read and 15 minutes to apply. You increase your chances of selection by 10x if you read this to the end, slowly. Trust us on this. What is Armory? What we are building requires hard work, tenacity, ownership, creativity and way more man-hours than an everyday job. If you are a savant at what you do, love autonomy, have high agency and genuinely want to impact the future of this country, we want you to work with us starting yesterd…",IT Jobs,,permanent,,
5122718293,Performance Testing_Bangalore,https://www.adzuna.in/details/5122718293?utm_medium=api&utm_source=6a80409c,Trigent Software Private Limited,"Chauth Ka Barwara, Sawai Madhopur","Total Yrs. of Experience : 8 Years Mandatory Skills(Any 2 skills): Jmeter,Blazemeter,Loadrunnner Detailed JD: 1. chaos engineering. 2. Azure Chaos Studio architecture. 3. configuration, Network monitoring, Cloud Disaster Recovery. 4. Performance Testing and Performance Engineering 5. Expert in Client Communication on Requirement , Status and Reporting",IT Jobs,2800000.0,,2800000.0,
5122720803,Civil QA/QC ENGINEER,https://www.adzuna.in/details/5122720803?utm_medium=api&utm_source=6a80409c,M M K Enterprises,India,"Dear candidates We have following requirement of below job profile for our wellknown cleint Civil Engineer - Qualification: B.Tech/Diploma Experience: 5 yrs of Wind Project Experience (Quality) Location: Maharashtra Quantity: 02Nos. Location: Maharashtra, Accomodation / Transporation by Client OR Allowance shall be paid, food included in salary Duration: 3-4months ( extendable further), joining : 10 -15days at site Quantity required: 2-4 Nos. Interested candidates please submit cv alongwith pay…",Engineering Jobs,,,40000.0,
5122708927,Test Director,https://www.adzuna.in/details/5122708927?utm_medium=api&utm_source=6a80409c,TalentOla,"Richmond Town, Bangalore","Job Description: Testing Delivery Manager Responsibilities: 1. Senior Stakeholder Management: - Engage and collaborate with senior stakeholders to understand their business objectives, requirements, and expectations. - Establish and coach Testing Standards to be followed for the implementation program and drive stakeholder acceptance, must have string technical background in testing in automation / test data management - Communicate effectively to align testing initiatives with overall business…",IT Jobs,,,,
5121381529,SDE (Software Development Engineer) - Full Stack Developer,https://www.adzuna.in/details/5121381529?utm_medium=api&utm_source=6a80409c,Deque Systems,"Shaikpet, Hyderabad","Position Description We are looking for an energetic senior developer to join our team to help us accelerate the innovative developments of the axe platform. We are looking for someone with a strong foundation of architectural concepts and engineering capabilities, who can independently propose and implement changes to all aspects of a complex Web application. The team is fully remote and in a fast-paced, dynamic, incubator mode and the successful candidate must show the ability to thrive in su…",IT Jobs,,,,
5120789361,QA Engineer,https://www.adzuna.in/details/5120789361?utm_medium=api&utm_source=6a80409c,reqroo,India,"Address: 2nd Floor, 127, 10th Main Road, Sector 6, HSR Layout, Bengaluru, Karnataka, India, 560102 We are looking for a detail-oriented QA Engineer (Node.js & UI Automation) to join our team. In this role, you will work on applying testing best practices, assisting in scripting tasks, contributing to automation frameworks, and helping develop cloud microservices. If you're passionate about quality and enjoy working with cutting-edge technology, we want to hear from you Requirements Required Ski…",IT Jobs,,,,full_time
5122284416,"Specialist 3, Payroll",https://www.adzuna.in/details/5122284416?utm_medium=api&utm_source=6a80409c,SanDisk,"Bangalore, Karnataka","Job Description The payroll specialist is responsible for multiple APAC countries including India. APAC Payroll Ensure timely and accurate payroll processing on monthly or semi-monthly basis depending on the countries. Perform maintenance and operations of Payroll System (ADP Celergo and ADP GlobalView) and Time Attendance Systems (iTAS). Ensure timely payment of statutory payroll deductions to relevant bodies of each country Ensure compliance with local statutory requirements, prevailing accou…",Accounting & Finance Jobs,,,,
5122283466,Azure Data Engineer (NA),https://www.adzuna.in/details/5122283466?utm_medium=api&utm_source=6a80409c,Hitachi Solutions,"Pune, Maharashtra","Job Description JD Title : Data Engineer Experience level : 5 Yeras Requirements: 5 years of full-time experience as an Azure Data Engineer, with extensive knowledge of ADF, ADLS, Databricks, and Synapse Able to quickly write SQL for database querying and DAX for creating custom calculations Able to develop Extraction pipelines to load the data using ADF or comparable technologies and Transformation and Load pipelines using ADF and Databricks Able to design a storage solution on ADLS utilizing …",IT Jobs,,,,
5122681753,"Need Stem Trainer for Schools in Dehradun, Uttarakhand",https://www.adzuna.in/details/5122681753?utm_medium=api&utm_source=6a80409c,EducoHire,"Dehradun, Uttarakhand",· Job Responsibilities: - Eager to learn. - Planning and Delivering STEM & ROBOTICS curriculum at schools. - Adopting a data-driven attitude towards measuring learner progress. - Attending to individual student needs and provide additional learning support when needed. - Demonstrating various STEM products at schools and creating awareness of STEM within the students of different backgrounds and cultures. - Communicating regularly with parents and authorities and other stakeholders when needed.…,Teaching Jobs,35000.0,permanent,35000.0,
5122718275,Recruitment Analyst,https://www.adzuna.in/details/5122718275?utm_medium=api&utm_source=6a80409c,Trigent Software Private Limited,"Cahmrajendrapet, Bangalore","Experience : Fresher or Min 5 years of experience in -IT recruitment, with exposure to Contract staffing . Key Responsibilities: Identify and source candidates for various IT & Non-IT roles, including finance, sales, marketing, HR, operations, Testers, Developers etc Manage the full recruitment cycle, from screening resumes to conducting initial interviews and coordinating with hiring managers Post job ads on various job portals, social media, and professional networks, and use networking platf…",HR & Recruitment Jobs,,,,
5122681978,NON-IT BPO Recruiter (Gujarat),https://www.adzuna.in/details/5122681978?utm_medium=api&utm_source=6a80409c,2coms,"Navrangpura, Ahmedabad","Urgent opening - NON IT BPO Recruiter (Remote) Domain- Staffing Location : Gujarat Job Description ✅Looking for Immediate Joiner ✅Must be currently in Gujarat ✅Must have done bulk hiring, BPO Hiring ✅Experience - 06 months to 2years ✅Must be comfortable to travel Benefits Benefits Fixed Salary Upto 25k PFESIC 2nd & 4th Saturdays off Timing- 9.30-6.30pm Interested candidate can drop their cv at - priyanka.dey2coms.com",HR & Recruitment Jobs,200000.0,permanent,0.0,
5122718283,Procure to Pay Processor,https://www.adzuna.in/details/5122718283?utm_medium=api&utm_source=6a80409c,Trigent Software Private Limited,"Tondiarpet Fort St George, Chennai","Manage procurement of goods or services. Support end-to-end accounts payable process by performing requisition, purchasing, and payment activities.",Retail Jobs,,,18500.0,
5122682359,Steward,https://www.adzuna.in/details/5122682359?utm_medium=api&utm_source=6a80409c,KAWEN MANPOWER,"Badami, Bagalkot","Key Responsibilities: Assist in food service operations, including setting up and clearing tables. Maintain cleanliness and sanitation of the kitchen, dishwashing area, and dining spaces. Wash and store dishes, utensils, and kitchen equipment properly. Ensure compliance with health and safety regulations at all times. Dispose of waste and recyclables in accordance with hotel policies. Assist kitchen staff with food preparation and delivery as required. Monitor and replenish kitchen supplies and…",Hospitality & Catering Jobs,300000.0,permanent,0.0,
5120348811,SEM Specialist,https://www.adzuna.in/details/5120348811?utm_medium=api&utm_source=6a80409c,Aptita,India,"We are having an opening for SEM Specialist role (where we need candidate who does paid search strategy (optimize) to increase ROI) Location - Gurgaon, Haryana Responsibilities : - Ensure campaigns deliver positive ROI to achieve desired results. - Manage multiple accounts, this will bring variety in the role, while challenging, as a result of a busy workload and tight deadlines. - Maintain and monitor keyword bids, audience targeting, account daily and monthly budgets, impression share, qualit…","PR, Advertising & Marketing Jobs",1800000.0,,1300000.0,
5120491211,Salesforce CPQ BSA with Netsuit,https://www.adzuna.in/details/5120491211?utm_medium=api&utm_source=6a80409c,Infrabyte Technology Solution Pvt Ltd,"Ator Nagla, Ghaziabad","This is a remote position. Primary Skills - CPQ BSA, SFDC platform, Net suite Location- Remote Exp range- 5 to 9 years No of Interview rounds - 1[internal]  2[Client] Preferred Domain -Any Shift - Regular Excellent communication Job Description: Strong knowledge on Quote to Cash, Service contract, Entitlement using SFDC and Net-suite. Have prior experience of CPQ cloud (mandatory for CPQ BAs). Good understanding in Opportunity to Invoice process Good functional knowledge about SFDC system Able …",IT Jobs,,permanent,,
5122708980,Closing Manager- Real Estate,https://www.adzuna.in/details/5122708980?utm_medium=api&utm_source=6a80409c,AUR Consultant,"Mini Sectt., Gurgaon","Job Description:- We are seeking an experienced Closing Manager to lead and oversee our Sales Managers and their teams in the luxury real estate sector. As a key leader within our organization, you will be responsible for ensuring the successful closure of high-value property transactions, developing sales strategies, and driving overall team performance. You will work closely with Sales Managers, senior management, and clients to deliver exceptional results. Responsibilities:- Lead, manage, an…",Sales Jobs,1000000.0,,700000.0,
